Car Title,Price,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Control de tracción,Capacidad de personas,Potencia,Medidas,Distancia entre ejes,Capacidad del tanque,Válvulas por cilindro,Frenos ABS,Airbag para conductor y pasajero,Tracción ASR,AM/FM,Android auto,Apple CarPlay,Aire acondicionado,Computadora de abordo,Sensor de lluvia,Porta vasos,Dirección,Alarma,Largo x Altura x Ancho,Llantas de aleación,Reproductor de MP3,Con cámara de retroceso,Techo solar eléctrico retráctil,Soporte para rueda de auxilio,Limpia/lava luneta,Porta equipaje en techo,Entrada auxiliar,Bluetooth,CD,DVD,Entrada USB,Piloto automático,Alarma de luces encendidas,Cristales eléctricos,Apertura remota de baúl,Comando remoto para radio en el volante,Climatizador,Cierre automático de vidrios,Defensa delantera,Airbag conductor,Faros con regulación automática,Sensor de estacionamiento,Faros antinieblas traseros,Desempañador trasero,Control de estabilidad,Tercera luz de freno led,Cierre centralizado de puertas,Blindado,Tapizado de cuero,Con garantía de fábrica,Con garantía mecánica,Único dueño,Con precio negociable,Acepta permuta,Tipo de batería,Capacidad de la batería,Tiempo de carga,Tipo de cargador,Autonomia de la batería,Con modo Eco,Asientos delanteros calefaccionados,Con sensor de cambio de carril,Con sensor de estacionamiento por cámara delantera,Con sensor de estacionamiento por cámara trasera,Con sistema de estacionamiento automático,Sistema ISOFIX,Aviso de punto ciego,Inspección vehicular,Largo x Altura,Entrada internacional legalizada,Con impacto positivo,,Baúl
Chevrolet Cruze II 1.4 Ltz 153cv,30.000.000,Chevrolet,Cruze II,2022,1.4 Ltz 153cv,Azul,Nafta,5,Manual,1.4,Hatchback,53875 km,Delantera,5,153 hp,,2467 mm,60 L,4,Sí,Sí,Sí,,,,Sí,,,Sí,Asistida,Sí,4510 mm x 1477 mm x 1677 mm,Sí,,,,,,,,Sí,Sí,,Sí,Sí,,,,,,,,,Sí,,,,Sí,Sí,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Argo 1.8 Hgt,18.000.000,Fiat,Argo,2020,1.8 Hgt,Negro,Nafta,5,Manual,1.8,Hatchback,73975 km,Delantera,5,130 hp,,2521 mm,48 L,2,Sí,Sí,Sí,,,,Sí,Sí,No,Sí,Eléctrica,Sí,4000 mm x 1505 mm x 1750 mm,,Sí,,,,,,,Sí,,,Sí,,,,,Sí,,,,,,,,,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
Jeep Renegade 1.8 4X2 LONGITUDE AT L18,34.000.000,Jeep,Renegade,2021,1.8 4X2 LONGITUDE AT L18,Gris,Nafta,5,Automática,INYECCION MULTI PUNTO,SUV,31100 km,Delantera,5,130 cv,,2570 m,60 L,16,Sí,Sí,Sí,Sí,,,Sí,Sí,No,Sí,Hidráulica,Sí,4.23 m x 1.69 m x 2.02 m,Sí,Sí,Sí,No,,Sí,Sí,,Sí,No,No,Sí,Sí,,,Sí,Sí,Sí,,,Sí,,No,,Sí,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,273 L
Nissan March 1.6 Sense 107cv,14.500.000,Nissan,March,2018,1.6 Sense 107cv,Gris,Nafta,5,Manual,1.6,Hatchback,118830 km,Delantera,5,107 hp,,2450 mm,41 L,4,Sí,Sí,Sí,,,,,,,Sí,Asistida,,3827 mm x 1528 mm x 1675 mm,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet Cruze II 1.4 Lt 153cv,25.500.000,Chevrolet,Cruze II,2023,1.4 Lt 153cv,Blanco,Nafta,5,Manual,1.4,Hatchback,48950 km,Delantera,5,153 hp,,2467 mm,60 L,4,Sí,Sí,Sí,,,,Sí,,,Sí,Asistida,Sí,4510 mm x 1477 mm x 1677 mm,Sí,,,,,,,,Sí,Sí,,Sí,Sí,,,,,,,,,Sí,,,,Sí,Sí,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Ford Ranger 3.0 Cd 4X4 Xls At 250Cv,47.430.000,Ford,Ranger,2023,3.0 Cd 4X4 Xls At 250Cv,Azul,Diésel,4,Automática,3.0,Pick-Up,73160 km,4x4,,250 hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renault Duster 1.6 Ph2 4x2 Dynamique,22.950.000,Renault,Duster,2021,1.6 Ph2 4x2 Dynamique,Rojo,Nafta,5,Manual,1.6,SUV,69135 km,4x2,5,110 hp,,2674 mm,50 L,4,Sí,Sí,Sí,,,,,,,,,,4329 mm x 1683 mm x 1822 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet Cruze II 1.4 Lt 153cv,32.640.000,Chevrolet,Cruze II,2023,1.4 Lt 153cv,Blanco,Nafta,5,Manual,1.4,Hatchback,11315 km,Delantera,5,153 hp,,2467 mm,60 L,4,Sí,Sí,Sí,,,,Sí,,,Sí,Asistida,Sí,4510 mm x 1477 mm x 1677 mm,Sí,,,,,,,,Sí,Sí,,Sí,Sí,,,,,,,,,Sí,,,,Sí,Sí,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Precision Cvt,26.000.000,Fiat,Cronos,2024,1.3 Precision Cvt,Gris,Nafta,4,Automática,1.3,Sedán,17665 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Precision Cvt,26.320.000,Fiat,Cronos,2024,1.3 Precision Cvt,Plateado,Nafta,4,Automática,1.3,Sedán,14460 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan Versa 1.6 Exclusive At,25.190.000,Nissan,Versa,2021,1.6 Exclusive At,Plateado,Nafta,4,Automática,1.6,Sedán,59795 km,Delantera,5,107 hp,,2600 mm,52 L,4,Sí,Sí,Sí,,,,,Sí,,,,Sí,4465 mm x 1533 mm x 1695 mm,Sí,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat 500X 1.4 T 16v Cross At9,27.540.000,Fiat,500X,2019,1.4 T 16v Cross At9,Azul,Nafta,5,Automática,1.4,SUV,32980 km,4x4,5,170 hp,,2570 mm,,4,Sí,Sí,Sí,Sí,,,Sí,,,,Asistida,,4273 mm x 1625 mm x 2025 mm,Sí,,,,,,,,Sí,,,,Sí,,,,Sí,,,,,,,,,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet Cruze II 1.4 Lt 153cv,21.930.000,Chevrolet,Cruze II,2018,1.4 Lt 153cv,Plateado,Nafta,5,Manual,1.4,Hatchback,107030 km,Delantera,5,153 hp,,2467 mm,60 L,4,Sí,Sí,Sí,,,,Sí,,,Sí,Asistida,Sí,4510 mm x 1477 mm x 1677 mm,Sí,,,,,,,,Sí,Sí,,Sí,Sí,,,,,,,,,Sí,,,,Sí,Sí,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet Cruze 1.4 Premier Sedan,35.700.000,Chevrolet,Cruze,2023,1.4 Premier Sedan,Gris,Nafta,4,Manual,1.4,Sedán,28850 km,Delantera,5,153 hp,,2700 mm,52 L,4,Sí,Sí,Sí,,Sí,Sí,,,,,Eléctrica,,4665 mm x 1484 mm x 2042 mm,,,,Sí,,,,,,,,,Sí,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet Spin 1.8 Ltz 5as 105cv,20.890.000,Chevrolet,Spin,2019,1.8 Ltz 5as 105cv,Plateado,Nafta,5,Manual,1.8,Monovolumen,78640 km,Delantera,5,105 hp,,2841 mm,53 L,2,Sí,Sí,Sí,,,,Sí,,,Sí,,,4360 mm x 1664 mm x 1810 mm,Sí,,,,,,,,Sí,Sí,,Sí,Sí,,,,,,,,,Sí,,,,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen T-Cross 1.6 HIGHLINE AT6 L19,29.900.000,Volkswagen,T-Cross,2020,1.6 HIGHLINE AT6 L19,Blanco,Nafta,5,Automática,INYECCION MULTI PUNTO,SUV,88100 km,Delantera,5,110 cv,,2.651 m,50 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,,4.2 m x 1.56 m x 1.76 m,,Sí,,No,,Sí,Sí,,Sí,Sí,No,Sí,Sí,,,Sí,Sí,Sí,,,Sí,Sí,No,,Sí,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,373 L
Fiat Cronos 1.3 Precision Cvt,23.460.000,Fiat,Cronos,2023,1.3 Precision Cvt,Blanco,Nafta,4,Automática,1.3,Sedán,44240 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW X5 3.0 Xdrive 35i Executive 306cv,29.700,BMW,X5,2012,3.0 Xdrive 35i Executive 306cv,Blanco,Nafta,5,Automática,3.0,SUV,121100 km,4x4,7,306 hp,,2452 mm,85 L,4,Sí,Sí,Sí,Sí,,,No,Sí,Sí,Sí,Asistida,Sí,4854 mm x 1766 mm x 1933 mm,Sí,,,,,,,,No,No,No,,Sí,,,,Sí,,,,,Sí,Sí,,,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Precision Cvt,23.460.000,Fiat,Cronos,2023,1.3 Precision Cvt,Blanco,Nafta,4,Automática,1.3,Sedán,44240 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW X5 3.0 Xdrive 35i Executive 306cv,29.700,BMW,X5,2012,3.0 Xdrive 35i Executive 306cv,Blanco,Nafta,5,Automática,3.0,SUV,121100 km,4x4,7,306 hp,,2452 mm,85 L,4,Sí,Sí,Sí,Sí,,,No,Sí,Sí,Sí,Asistida,Sí,4854 mm x 1766 mm x 1933 mm,Sí,,,,,,,,No,No,No,,Sí,,,,Sí,,,,,Sí,Sí,,,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Jeep Compass 2.4 Sport,29.580.000,Jeep,Compass,2020,2.4 Sport,Plateado,Nafta,5,Manual,2.4,SUV,82630 km,4x2,5,174 hp,,2636 mm,52 L,4,Sí,Sí,Sí,,,,,,,,,,4394 mm x 1635 mm x 2033 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Argo 1.8 Hgt,22.390.000,Fiat,Argo,2021,1.8 Hgt,Blanco,Nafta,5,Manual,1.8,Hatchback,23230 km,Delantera,5,130 hp,,2521 mm,48 L,2,Sí,Sí,Sí,,,,Sí,Sí,No,Sí,Eléctrica,Sí,4000 mm x 1505 mm x 1750 mm,,Sí,,,,,,,Sí,,,Sí,,,,,Sí,,,,,,,,,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive,24.170.000,Fiat,Cronos,2023,1.3 Gse Drive,Blanco,Nafta,4,Manual,1.3,Sedán,14535 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi A4 2.0 Fsi 190cv,38.500,Audi,A4,2019,2.0 Fsi 190cv,Negro,Nafta,4,Manual,2.0,Sedán,62820 km,Delantera,5,190 hp,,2933 mm,54 L,4,Sí,Sí,Sí,,,,Sí,,,,Eléctrica,,4726 mm x 1427 mm x 1983 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes-Benz Clase A 1.3 A200 163cv Progressive Hatch,37.900,Mercedes-Benz,Clase A,2021,1.3 A200 163cv Progressive Hatch,Gris,Nafta,5,Automática,1.3,Hatchback,68660 km,Delantera,5,163 hp,,2425 mm,56 L,4,Sí,Sí,Sí,,,,Sí,Sí,Sí,Sí,Asistida,Sí,4292 mm x 1430 mm x 1720 mm,Sí,,,,,,Sí,,,Sí,,,Sí,,,,Sí,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen T-Cross 1.6 Trendlinde Mt,23.500.000,Volkswagen,T-Cross,2020,1.6 Trendlinde Mt,Gris,Nafta,5,Manual,1.6,SUV,74128 km,4x2,5,110 hp,,2651 mm,64 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4199 mm x 1598 mm x 1760 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Citroën C4 Cactus 1.6 VTI FEEL PACK AT6,27.100.000,Citroën,C4 Cactus,2021,1.6 VTI FEEL PACK AT6,Rojo,Nafta,5,Automática,INYECCION MULTI PUNTO,SUV,91700 km,Delantera,5,115 cv,,2600 m,55 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Asistida,,4.17 m x 1.56 m x 1.67 m,,Sí,Sí,No,,Sí,Sí,,Sí,No,No,Sí,,,,Sí,Sí,Sí,,,Sí,,Sí,,Sí,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
Jeep Renegade 1.8 4X2 SPORT,29.500.000,Jeep,Renegade,2022,1.8 4X2 SPORT,Gris,Nafta,5,Manual,INYECCION MULTI PUNTO,SUV,14300 km,Delantera,5,130 cv,,2570 m,60 L,16,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Hidráulica,Sí,4.23 m x 1.69 m x 2.02 m,Sí,Sí,Sí,No,,Sí,Sí,,Sí,No,No,Sí,Sí,,,Sí,Sí,No,,,Sí,,No,,Sí,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,273 L
Volkswagen Virtus 1.6 MSI L24,30.900.000,Volkswagen,Virtus,2024,1.6 MSI L24,Plata,Nafta,4,Manual,INYECCION MULTI PUNTO,Sedán,1040 km,Delantera,5,110 cv,,2.65 m,50 L,4,Sí,,,Sí,,,Sí,Sí,No,Sí,Asistida,,4.48 m x 1.46 m x 1.75 m,,Sí,,No,,Sí,No,,Sí,No,No,Sí,,,,Sí,Sí,No,,,No,,No,,Sí,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,521 L
Jeep Renegade 1.8 Sport,27.540.000,Jeep,Renegade,2021,1.8 Sport,Blanco,Nafta,5,Manual,1.8,SUV,67700 km,4x2,5,217 hp,,2570 mm,60 L,4,Sí,Sí,Sí,,,,,Sí,,Sí,Hidráulica,Sí,4624 mm x 1670 mm x 1798 mm,Sí,,,,,,,,,,,,Sí,,,,Sí,,,,,,,,,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet Equinox 1.5t Premier 4wd,30.090.000,Chevrolet,Equinox,2019,1.5t Premier 4wd,Blanco,Nafta,5,Automática,1.5,SUV,75265 km,4x4,5,172 hp,,2725 mm,59 L,4,Sí,Sí,Sí,,,,Sí,Sí,,Sí,Hidráulica,Sí,4651 mm x 1661 mm x 1844 mm,Sí,,,,,,,,Sí,,,Sí,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Argo 1.8 HGT L17,20.300.000,Fiat,Argo,2019,1.8 HGT L17,Azul,Nafta,5,Manual,INYECCION MULTI PUNTO,Hatchback,87200 km,Delantera,5,130 cv,,2521 m,48 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Asistida,Sí,4 m x 1.5 m x 1.75 m,,Sí,Sí,No,,Sí,No,,Sí,No,No,Sí,,,,Sí,Sí,No,,,Sí,,No,,Sí,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen Vento 1.4 TSI 250 HIGHLINE L20,35.000.000,Volkswagen,Vento,2021,1.4 TSI 250 HIGHLINE L20,Azul,Nafta,4,Automática,TURBOALIMENTADO,Sedán,93300 km,Delantera,5,150 cv,,2.68 m,50 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Hidráulica,Sí,4.7 m x 1.46 m x 1.8 m,Sí,Sí,Sí,Sí,,Sí,No,,Sí,Sí,No,Sí,,,,Sí,Sí,Sí,,,Sí,,No,,Sí,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,510 L
Chevrolet Prisma 1.4 Lt 98cv,15.500.000,Chevrolet,Prisma,2019,1.4 Lt 98cv,Gris,Nafta,4,Manual,1.4,Sedán,75000 km,Delantera,5,98 hp,,2465 mm,54 L,2,Sí,Sí,Sí,,,,Sí,,,,Asistida,,4275 mm x 1484 mm x 1656 mm,,,,,,,,,Sí,,,Sí,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 DRIVE PACK CONECTIVIDAD L21,20.500.000,Fiat,Cronos,2022,1.3 DRIVE PACK CONECTIVIDAD L21,Negro,Nafta,4,Manual,INYECCION MULTI PUNTO,Sedán,54200 km,Delantera,5,99 cv,,2521 m,48 L,4,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Eléctrica,Sí,4.36 m x 1.5 m x 1.72 m,Sí,Sí,Sí,No,,Sí,No,,Sí,No,No,Sí,,,,Sí,Sí,No,,,Sí,,No,,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,525 L
Fiat Cronos 1.8 PRECISION L21,21.000.000,Fiat,Cronos,2022,1.8 PRECISION L21,Negro,Nafta,4,Manual,INYECCION MULTI PUNTO,Sedán,36200 km,Delantera,5,130 cv,,2.521 m,48 L,4,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Asistida,Sí,4.36 m x 1.51 m x 1.72 m,Sí,Sí,Sí,No,,Sí,No,,Sí,No,No,Sí,,,,Sí,Sí,Sí,,,Sí,,No,,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 L
Renault Kangoo II 1.5 DCI STEPWAY,31.800.000,Renault,Kangoo,2023,II 1.5 DCI STEPWAY,Bordó,Diésel,6,Manual,TURBO DIESEL INYECCION,Monovolumen,14400 km,Delantera,2,89 cv,,2.8 m,50 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,No,Sí,Hidráulica,,4.4 m x 1.81 m x 2 m,,Sí,Sí,No,,Sí,Sí,,Sí,No,No,Sí,,,,Sí,Sí,No,,,Sí,,No,,Sí,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
Citroën C4 Cactus 1.6 VTI FEEL PACK PLUS BT,28.990.000,Citroën,C4 Cactus,2022,1.6 VTI FEEL PACK PLUS BT,Negro,Nafta,5,Manual,INYECCION MULTI PUNTO,SUV,28700 km,Delantera,5,115 cv,,2600 m,55 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Asistida,,4.17 m x 1.56 m x 1.67 m,,Sí,Sí,No,,Sí,Sí,,Sí,No,No,Sí,,,,Sí,Sí,Sí,,,Sí,,Sí,,Sí,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot Partner 1.6 Confort,22.700.000,Peugeot,Partner,2022,1.6 Confort,Blanco,Nafta,3,Manual,INYECCION MULTI PUNTO,Furgón,32600 km,Delantera,2,115 cv,,2693 m,55 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,No,Sí,Asistida,,4.13 m x 1.8 m x 1.56 m,,Sí,,No,,No,No,,Sí,Sí,No,Sí,,,,Sí,No,No,,,No,,No,,No,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot 208 1.2 LIKE L20,18.900.000,Peugeot,208,2020,1.2 LIKE L20,Blanco,Nafta,5,Manual,INYECCION MULTI PUNTO,Hatchback,111400 km,Delantera,5,82 cv,,2540 m,47 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,No,Sí,Asistida,,4.05 m x 1.46 m x 1.74 m,,Sí,,No,,Sí,No,,Sí,No,No,Sí,,,,Sí,No,No,,,Sí,,No,,Sí,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen Golf 1.4 VII TSI BLUEMOTION TECH COMFORTLINE L15,26.900.000,Volkswagen,Golf,2018,1.4 VII TSI BLUEMOTION TECH COMFORTLINE L15,Azul,Nafta,5,Manual,TURBOALIMENTADO,Hatchback,81400 km,Delantera,5,150 cv,,2637 m,50 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Asistida,Sí,4.23 m x 1.45 m x 1.8 m,Sí,Sí,,No,,Sí,No,,Sí,No,No,Sí,,,,Sí,Sí,Sí,,,Sí,,No,,Sí,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,380 L
Ford Ecosport 1.6 SE L13,20.600.000,Ford,Ecosport,2017,1.6 SE L13,Gris,Nafta,5,Manual,INYECCION MULTI PUNTO,SUV,88700 km,Delantera,5,110 cv,,2608 mm,52 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,No,Sí,Asistida,No,4.24 m x 1.69 m x 1.77 m,No,Sí,,No,,Sí,Sí,,Sí,No,No,Sí,,,,Sí,No,No,,,Sí,,No,,Sí,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,362 L
Peugeot 308 1.6 HDI FELINE,24.900.000,Peugeot,308,2021,1.6 HDI FELINE,Blanco,Diésel,5,Manual,TURBO DIESEL INYECCION,Hatchback,87500 km,Delantera,5,115 cv,,2608 m,60 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Asistida,Sí,4.29 m x 1.52 m x 1.81 m,Sí,Sí,Sí,No,,Sí,No,,Sí,No,No,Sí,Sí,,,Sí,Sí,Sí,,,No,,No,,Sí,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet Cruze 1.4T PREMIER AT 4P,28.900.000,Chevrolet,Cruze,2021,1.4T PREMIER AT 4P,Gris,Nafta,4,Automática,TURBOALIMENTADO,Sedán,41300 km,Delantera,5,153 cv,,2700 m,52 L,4,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Asistida,,4.67 m x 1.48 m x 2.04 m,,Sí,Sí,No,,Sí,No,,Sí,No,No,Sí,Sí,,,Sí,Sí,Sí,,,Sí,,Sí,,Sí,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,440 L
Renault Kangoo II 1.5 DCI STEPWAY,19.500.000,Renault,Kangoo,2020,II 1.5 DCI STEPWAY,Marrón,Diésel,6,Manual,TURBO DIESEL INYECCION,Monovolumen,102400 km,Delantera,5,89 cv,,2.8 m,50 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,No,Sí,Hidráulica,,4.4 m x 1.81 m x 2 m,,Sí,Sí,No,,Sí,Sí,,Sí,No,No,Sí,,,,Sí,Sí,No,,,Sí,,No,,Sí,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot 208 1.6 FELINE TIPTRONIC L23,25.900.000,Peugeot,208,2023,1.6 FELINE TIPTRONIC L23,Negro,Nafta,5,Automática,INYECCION MULTI PUNTO,Hatchback,41300 km,Delantera,5,115 cv,,2.54 m,47 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Asistida,Sí,4.06 m x 1.46 m x 1.74 m,Sí,Sí,Sí,No,,Sí,No,,Sí,No,No,Sí,,,,Sí,Sí,Sí,,,Sí,,Sí,,Sí,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,311 L
Ford Ranger 3.2 TDI 4X2 DC XLT L16,35.000.000,Ford,Ranger,2017,3.2 TDI 4X2 DC XLT L16,Blanco,Diésel,4,Manual,TURBO DIESEL INYECCION,Pick-Up,127900 km,Trasera,5,200 cv,,3.22 m,80 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Asistida,Sí,5.35 m x 1.8 m x 2.1 m,Sí,Sí,,No,,No,No,,Sí,Sí,No,Sí,Sí,,,Sí,No,Sí,,,Sí,,No,,No,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot 208 1.6 IN CONCERT 5P L19,21.500.000,Peugeot,208,2020,1.6 IN CONCERT 5P L19,Plata,Nafta,5,Manual,INYECCION MULTI PUNTO,Hatchback,45000 km,Delantera,5,115 cv,,2540 m,55 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,No,No,Asistida,,3.97 m x 1.47 m x 1.74 m,,No,,No,,Sí,No,,Sí,No,No,Sí,,,,Sí,Sí,No,,,Sí,,Sí,,Sí,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,318 L
Renault Stepway 1.6 Intens Cvt,25.500.000,Renault,Stepway,2023,1.6 Intens Cvt,Beige,Nafta,5,Automática,INYECCION MULTI PUNTO,Hatchback,9900 km,Delantera,5,115 cv,,2.59 m,50 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,No,Sí,Asistida,,4.08 m x 1.62 m x 1.76 m,,Sí,Sí,No,,Sí,Sí,,Sí,No,No,Sí,Sí,,,Sí,Sí,No,,,Sí,,No,,Sí,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
Citroën C4 Cactus 1.6 VTI FEEL PACK,25.000.000,Citroën,C4 Cactus,2021,1.6 VTI FEEL PACK,Plata,Nafta,5,Manual,INYECCION MULTI PUNTO,SUV,50000 km,Delantera,5,115 cv,,2600 m,55 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Asistida,,4.17 m x 1.56 m x 1.67 m,,Sí,Sí,No,,Sí,Sí,,Sí,No,No,Sí,,,,Sí,Sí,Sí,,,Sí,,No,,Sí,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
Renault Kangoo EXPRESS 1.6 SCE CONFORT L18,19.900.000,Renault,Kangoo,2020,EXPRESS 1.6 SCE CONFORT L18,Acero,Nafta,6,Manual,INYECCION MULTI PUNTO,Furgón,126300 km,Delantera,3,115 cv,,2.8 m,50 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,No,Sí,Hidráulica,,4.4 m x 1.85 m x 1.76 m,,Sí,,No,,No,No,,Sí,No,No,Sí,,,,Sí,Sí,No,,,Sí,,No,,No,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
